full_path,size_bytes,extension
/cdiac/cdiac.ornl.gov/pub/fossil_fuel_CO2_emissions_gridded_monthly_v2013/gridcar.197702.Z,54234,Z
/cdiac/cdiac.ornl.gov/pub/fossil_fuel_CO2_emissions_gridded_monthly_v2012/gridcar.198012.Z,54290,Z
/cdiac/cdiac.ornl.gov/pub/fossil_fuel_CO2_emissions_gridded_monthly_v2016/gridcar.197701.Z,54002,Z
/cdiac/cdiac.ornl.gov/pub/fossil_fuel_CO2_emissions_gridded_monthly_v2011/gridcar.198205.Z,54444,Z
/cdiac/cdiac.ornl.gov/pub/ndp026a/file14.dat.Z,5043183,Z
/cdiac/cdiac.ornl.gov/pub/fossil_fuel_CO2_emissions_gridded_monthly_v2013/gridcar.197508.Z,54174,Z
/cdiac/cdiac.ornl.gov/pub/fossil_fuel_CO2_emissions_gridded_monthly_v2015/gridcar.197407.Z,54118,Z
/cdiac/cdiac.ornl.gov/pub/fossil_fuel_CO2_emissions_gridded_monthly_v2012/gridcar.198004.Z,54247,Z
/cdiac/cdiac.ornl.gov/pub/fossil_fuel_CO2_emissions_gridded_monthly_v2015/gridcar.199703.Z,56557,Z
/cdiac/cdiac.ornl.gov/pub/ndp040/f30230.dat,2531151,dat
/cdiac/cdiac.ornl.gov/pub/fossil_fuel_CO2_emissions_gridded_monthly_v2015/gridcar.199711.Z,56482,Z
/cdiac/cdiac.ornl.gov/pub/fossil_fuel_CO2_emissions_gridded_monthly_v2015/gridcar.199709.Z,56465,Z
/cdiac/cdiac.ornl.gov/pub/fossil_fuel_CO2_emissions_gridded_monthly_v2012/gridcar.200208.Z,56683,Z
/cdiac/cdiac.ornl.gov/pub/ndp040/f28493.dat,1518741,dat
/cdiac/cdiac.ornl.gov/pub/fossil_fuel_CO2_emissions_gridded_monthly_v2011/gridcar.200804.Z,54575,Z
/cdiac/cdiac.ornl.gov/pub/ndp041/press.sea.flag.Z,352607,Z
/cdiac/cdiac.ornl.gov/pub/ndp042/hcndalid.dat.Z,2078425,Z
/cdiac/cdiac.ornl.gov/pub/fossil_fuel_CO2_emissions_gridded_monthly_v2011/gridcar.200610.Z,56795,Z
/cdiac/cdiac.ornl.gov/pub/fossil_fuel_CO2_emissions_gridded_monthly_v2012/gridcar.200409.Z,56696,Z
/cdiac/cdiac.ornl.gov/pub/fossil_fuel_CO2_emissions_gridded_monthly_v2015/gridcar.199905.Z,56477,Z
/cdiac/cdiac.ornl.gov/pub/fossil_fuel_CO2_emissions_gridded_monthly_v2012/gridcar.200410.Z,56775,Z
/cdiac/cdiac.ornl.gov/pub/fossil_fuel_CO2_emissions_gridded_monthly_v2013/gridcar.200002.Z,56728,Z
/cdiac/cdiac.ornl.gov/pub/fossil_fuel_CO2_emissions_gridded_monthly_v2011/readme.monthly.mass.doc,36352,doc
/cdiac/cdiac.ornl.gov/pub/ndp040/f30636.dat,2393055,dat
/cdiac/cdiac.ornl.gov/pub/ndp043a/ecgrid.e00,7534005,e00
/cdiac/cdiac.ornl.gov/pub/fossil_fuel_CO2_emissions_gridded_monthly_v2013/gridcar.200003.Z,56823,Z
/cdiac/cdiac.ornl.gov/pub/fossil_fuel_CO2_emissions_gridded_monthly_v2015/gridcar.200001.Z,56683,Z
/cdiac/cdiac.ornl.gov/pub/fossil_fuel_CO2_emissions_gridded_monthly_v2011/gridcar.200801.Z,54519,Z
/cdiac/cdiac.ornl.gov/pub/fossil_fuel_CO2_emissions_gridded_monthly_v2015/gridcar.200610.Z,56833,Z
/cdiac/cdiac.ornl.gov/pub/ndp047/sa0_87.dat,30084,dat
/cdiac/cdiac.ornl.gov/pub/ndp040/f36974.dat,2047941,dat
/cdiac/cdiac.ornl.gov/pub/fossil_fuel_CO2_emissions_gridded_monthly_v2013/gridcar.200712.Z,56910,Z
/cdiac/cdiac.ornl.gov/pub/ndp040/f37235.dat,1472688,dat
/cdiac/cdiac.ornl.gov/pub/fossil_fuel_CO2_emissions_gridded_monthly_v2015/gridcar.200706.Z,56707,Z
/cdiac/cdiac.ornl.gov/pub/ndp040/f37099.dat,2784222,dat
/cdiac/cdiac.ornl.gov/pub/ndp048r1/fsu21946.dat.Z,2761205,Z
/cdiac/cdiac.ornl.gov/pub/ndp040/f38262.dat,1495683,dat
/cdiac/cdiac.ornl.gov/pub/ndp048r1/HEADER,282,
/cdiac/cdiac.ornl.gov/pub/ndp044/norpax13.h2o,91368,h2o
/cdiac/cdiac.ornl.gov/pub/ndp052/33MW19900222.exc.csv,232006,csv
/cdiac/cdiac.ornl.gov/pub/ndp052/ndp052.txt,50908,txt
/cdiac/cdiac.ornl.gov/pub/ndp052/ndp052.pdf,4124912,pdf
/cdiac/cdiac.ornl.gov/pub/ndp052/README,2501,
/cdiac/cdiac.ornl.gov/pub/ndp052/README~,2503,
/cdiac/cdiac.ornl.gov/pub/fossil_fuel_CO2_emissions_gridded_monthly_v2016/gridcar.200802.Z,75211,Z
/cdiac/cdiac.ornl.gov/pub/ndp048r1/fsu23146.dat.Z,2722597,Z
/cdiac/cdiac.ornl.gov/pub/ndp048r1/fsu22217.dat.Z,3232819,Z
/cdiac/cdiac.ornl.gov/pub/fossil_fuel_CO2_emissions_gridded_monthly_v2016/gridcar.200709.Z,77487,Z
/cdiac/cdiac.ornl.gov/pub/fossil_fuel_CO2_emissions_gridded_monthly_v2015/gridcar.200810.Z,54572,Z
