full_path,size_bytes,extension
/cdiac/cdiac.ornl.gov/pub4/LaSelva/1999-06/d1721930.raw.Z,96305,Z
/cdiac/cdiac.ornl.gov/pub4/LaSelva/1999-08/d2222000.raw.Z,18355,Z
/cdiac/cdiac.ornl.gov/pub4/LaSelva/1999-09/d2491600.raw.Z,124607,Z
/cdiac/cdiac.ornl.gov/pub4/LaSelva/1999-09/d2491030.raw.Z,76341,Z
/cdiac/cdiac.ornl.gov/pub4/LaSelva/1999-08/d2220030.raw.Z,80017,Z
/cdiac/cdiac.ornl.gov/pub4/LaSelva/1999-10/d2850630.raw.Z,136030,Z
/cdiac/cdiac.ornl.gov/pub4/LaSelva/1999-08/d2212300.raw.Z,44098,Z
/cdiac/cdiac.ornl.gov/pub4/LaSelva/1999-08/d2220200.raw.Z,58501,Z
/cdiac/cdiac.ornl.gov/pub4/LaSelva/1999-10/d2851000.raw.Z,158835,Z
/cdiac/cdiac.ornl.gov/pub4/LaSelva/1999-06/d1720330.raw.Z,89277,Z
/cdiac/cdiac.ornl.gov/pub4/LaSelva/1999-07/d2051700.raw.Z,93895,Z
/cdiac/cdiac.ornl.gov/pub4/LaSelva/1999-10/d2852330.raw.Z,37458,Z
/cdiac/cdiac.ornl.gov/pub4/LaSelva/1999-10/d2851100.raw.Z,137513,Z
/cdiac/cdiac.ornl.gov/pub4/LaSelva/1999-10/d2851500.raw.Z,35432,Z
/cdiac/cdiac.ornl.gov/pub4/LaSelva/2000-02/d402330.raw.Z,102807,Z
/cdiac/cdiac.ornl.gov/pub4/LaSelva/1999-09/d2610900.raw.Z,93117,Z
/cdiac/cdiac.ornl.gov/pub4/LaSelva/1999-10/d3020000.raw.Z,37597,Z
/cdiac/cdiac.ornl.gov/pub4/LaSelva/1999-08/d2401900.raw.Z,17564,Z
/cdiac/cdiac.ornl.gov/pub4/LaSelva/1999-11/d3252100.raw.Z,92413,Z
/cdiac/cdiac.ornl.gov/pub4/LaSelva/1999-08/d2411700.raw.Z,122579,Z
/cdiac/cdiac.ornl.gov/pub4/LaSelva/2000-02/d410400.raw.Z,127193,Z
/cdiac/cdiac.ornl.gov/pub4/LaSelva/1999-10/d3020100.raw.Z,32302,Z
/cdiac/cdiac.ornl.gov/pub2/ndp026c/ship_199801_200812/APR03i.Z,1552159,Z
