full_path,size_bytes,extension
/cdiac/cdiac.ornl.gov/cdiac.ornl.gov/pub/ndp005/event/llb_01D0_event.co2,42880,co2
/cdiac/cdiac.ornl.gov/cdiac.ornl.gov/pub/ndp005/event/kzd.co2,35311,co2
/cdiac/cdiac.ornl.gov/cdiac.ornl.gov/pub/ndp005/month/poc000mm.co2,5635,co2
/cdiac/cdiac.ornl.gov/cdiac.ornl.gov/pub/ndp005a/mlo/mlo2005_01C0_hr.co2,335263,co2
/cdiac/cdiac.ornl.gov/cdiac.ornl.gov/pub/ndp005a/smo/smo1982.co2,334652,co2
/cdiac/cdiac.ornl.gov/cdiac.ornl.gov/pub/ndp005a/mlo/mlo2002.co2,334652,co2
/cdiac/cdiac.ornl.gov/cdiac.ornl.gov/pub/ndp005a/spo/spo1983_01C0_hr.co2,335263,co2
/cdiac/cdiac.ornl.gov/cdiac.ornl.gov/pub/ndp005/event/kzm_01D0_event.co2,141515,co2
/cdiac/cdiac.ornl.gov/cdiac.ornl.gov/pub/ndp005/month/pocn05_01D1_mm.co2,7325,co2
/cdiac/cdiac.ornl.gov/cdiac.ornl.gov/pub/ndp005a/mlo/mlo2004_01C0_hr.co2,336175,co2
/cdiac/cdiac.ornl.gov/cdiac.ornl.gov/pub/ndp005/event/mbc.co2,203206,co2
/cdiac/cdiac.ornl.gov/cdiac.ornl.gov/pub/ndp005a/mlo/mloday1982.co2,13817,co2
/cdiac/cdiac.ornl.gov/cdiac.ornl.gov/pub/ndp005a/spo/spo1985.co2,334652,co2
/cdiac/cdiac.ornl.gov/cdiac.ornl.gov/pub/ndp017b/revised/med_c.tif.gz,671245,gz
/cdiac/cdiac.ornl.gov/cdiac.ornl.gov/pub/ndp005a/smo/smo1984_01C0_hr.co2,336175,co2
/cdiac/cdiac.ornl.gov/cdiac.ornl.gov/pub/ndp005a/smo/smo1985_01C0_hr.co2,335263,co2
/cdiac/cdiac.ornl.gov/cdiac.ornl.gov/pub/ndp005a/smo/smo1986.co2,334652,co2
/cdiac/cdiac.ornl.gov/cdiac.ornl.gov/pub/ndp005a/spo/spo1986_01C0_hr.co2,335263,co2
/cdiac/cdiac.ornl.gov/cdiac.ornl.gov/pub/ndp017b/revised/max_c.img.gz,675396,gz
/cdiac/cdiac.ornl.gov/cdiac.ornl.gov/pub/ndp005/month/pocn05mm.co2,5803,co2
/cdiac/cdiac.ornl.gov/cdiac.ornl.gov/pub/ndp005a/smo/smo1986_01C0_hr.co2,335263,co2
/cdiac/cdiac.ornl.gov/cdiac.ornl.gov/pub/ndp005a/mlo/mlo_01C0_day.co2,432334,co2
/cdiac/cdiac.ornl.gov/cdiac.ornl.gov/pub/ndp005/event/nmb_01D0_event.co2,59240,co2
/cdiac/cdiac.ornl.gov/cdiac.ornl.gov/pub/ndp005a/spo/spo2006_01C0_hr.co2,335377,co2
/cdiac/cdiac.ornl.gov/cdiac.ornl.gov/pub/ndp005/month/pocs15_01D1_mm.co2,7325,co2
/cdiac/cdiac.ornl.gov/cdiac.ornl.gov/pub/ndp005/event/nmb.co2,11781,co2
/cdiac/cdiac.ornl.gov/cdiac.ornl.gov/pub/ndp005a/spo/spo1988_01C0_hr.co2,336175,co2
/cdiac/cdiac.ornl.gov/cdiac.ornl.gov/pub/ndp005a/spo/spo1989.co2,334652,co2
/cdiac/cdiac.ornl.gov/cdiac.ornl.gov/pub/ndp005a/smo/smo1987_01C0_hr.co2,335263,co2
/cdiac/cdiac.ornl.gov/cdiac.ornl.gov/pub/ndp005/month/pocn25mm.co2,5824,co2
/cdiac/cdiac.ornl.gov2/pub5/LaSelva/1999-09/d99x_249.nrt.Z,2315,Z
/cdiac/cdiac.ornl.gov2/pub5/LaSelva/1999-09/d99x_263.err.Z,1323,Z
/cdiac/cdiac.ornl.gov2/pub5/LaSelva/2000-01/d311900.raw.Z,98169,Z
/cdiac/cdiac.ornl.gov2/pub5/LaSelva/2000-02/d512200.raw.Z,118519,Z
/cdiac/cdiac.ornl.gov2/pub5/LaSelva/1999-09/d99x_273.nrt.Z,279,Z
/cdiac/cdiac.ornl.gov2/pub5/LaSelva/2000-01/d312100.raw.Z,109037,Z
/cdiac/cdiac.ornl.gov2/pub5/LaSelva/2000-01/d31500.raw.Z,37980,Z
/cdiac/cdiac.ornl.gov2/pub5/LaSelva/1999-09/d99x_266.nrt.Z,2341,Z
/cdiac/cdiac.ornl.gov2/pub5/LaSelva/2000-01/d31600.raw.Z,35469,Z
