full_path,size_bytes,extension
/cdiac/cdiac.ornl.gov/pub8old/oceans/Bigelow_ECoast/HB2011_2012/hb1202.csv,783481,csv
/cdiac/cdiac.ornl.gov/pub/images/polar/monthly/101965.gif,69468,gif
/cdiac/cdiac.ornl.gov/pub8old/oceans/Bigelow_ECoast/HB2015/._33HH20150727.csv,4096,csv
/cdiac/cdiac.ornl.gov/pub8old/oceans/Bigelow_ECoast/HB2014/._33HH20140527.csv,4096,csv
/cdiac/cdiac.ornl.gov/pub8old/oceans/Bigelow_ECoast/HB2016/._33HH20160831.csv,4096,csv
/cdiac/cdiac.ornl.gov/pub8old/oceans/Bigelow_ECoast/HB2011_2012/hb1105.csv,3931068,csv
/cdiac/cdiac.ornl.gov/pub8old/oceans/North_Sea/Pelagia_CANOBA/64PE20010818.exc.csv,167489,csv
/cdiac/cdiac.ornl.gov/pub8old/oceans/NOAA_Workshop/PMEL_Data/KA1998_01.csv,449419,csv
/cdiac/cdiac.ornl.gov/pub8old/oceans/NOAA_Workshop/PMEL_Data/KA2001_01.csv,451924,csv
/cdiac/cdiac.ornl.gov/pub8old/oceans/North_Sea/Pelagia_2005/Report64PE239.pdf,2245765,pdf
/cdiac/cdiac.ornl.gov/pub8old/oceans/North_Sea/Pelagia_2005/64PE20050817.exc.csv,169895,csv
/cdiac/cdiac.ornl.gov/pub8old/oceans/North_Sea/Pelagia_2005/README,432,
/cdiac/cdiac.ornl.gov/pub8old/oceans/PACIFICA/49FA20021031/README,678,
/cdiac/cdiac.ornl.gov/pub8old/oceans/PACIFICA/49FA20021031/49FA20021031_hy1.csv,298223,csv
/cdiac/cdiac.ornl.gov/pub8old/oceans/PACIFICA/49FA20021031/._49FA20021031_hy1.csv,4096,csv
/cdiac/cdiac.ornl.gov/pub8old/oceans/NOAA_Workshop/Wetzel_Data/MPG_IMET_pac_165E_1980_2000_PO4.cdf.gz,1525614,gz
/cdiac/cdiac.ornl.gov/pub8old/oceans/NOAA_Workshop/Wetzel_Data/MPG_IMET_pac_30N_1980_2000_TEMP.cdf.gz,2329498,gz
/cdiac/cdiac.ornl.gov/pub8old/oceans/McArthurII/2007_Data/m20705_Readme.doc,47616,doc
/cdiac/cdiac.ornl.gov/pub8old/oceans/NOAA_Workshop/PMEL_Data/OC1986_EP86.csv,80188,csv
/cdiac/cdiac.ornl.gov/pub8old/oceans/McArthurII/2007_Data/M20705.csv,346590,csv
/cdiac/cdiac.ornl.gov/pub8old/oceans/Gordon_Gunter/2012/33GG20120429.csv,815995,csv
/cdiac/cdiac.ornl.gov/pub8old/oceans/Gordon_Gunter/2011/33GG20111102_PI_OME.pdf,74610,pdf
/cdiac/cdiac.ornl.gov/pub8old/oceans/Gordon_Gunter/2012/33GG20120629.csv,1183697,csv
/cdiac/cdiac.ornl.gov/pub8old/oceans/Gordon_Gunter/2011/33GG20110712_PI_OME.xml,12334,xml
/cdiac/cdiac.ornl.gov/pub8old/oceans/Handbook_2007/Japanese/SOP_4.pdf,514496,pdf
/cdiac/cdiac.ornl.gov/pub8old/oceans/Handbook_2007/Japanese/._SOP_6b.pdf,4096,pdf
/cdiac/cdiac.ornl.gov/pub8old/oceans/Gordon_Gunter/2011/33GG20110913.csv,545286,csv
/cdiac/cdiac.ornl.gov/pub8old/oceans/Handbook_2007/Japanese/SOP_14.pdf,262294,pdf
