full_path,size_bytes,extension
/cdiac/cdiac.ornl.gov/pub8old/oceans/VOS_Explorer_line/EXP2009/ex0938_readme.txt,2604,txt
/cdiac/cdiac.ornl.gov/pub8old/oceans/VOS_Equinox_line/EQNX_2016/._MLCE20160723_PI_OME.xml,4096,xml
/cdiac/cdiac.ornl.gov/pub8old/oceans/VOS_Explorer_line/EXP2012/ex1220_readme.txt,2444,txt
/cdiac/cdiac.ornl.gov/pub8old/oceans/VOS_Explorer_line/EXP2013/._33KF20130418.csv,4096,csv
/cdiac/cdiac.ornl.gov/pub8old/oceans/VOS_Explorer_line/EXP2008/README,443,
/cdiac/cdiac.ornl.gov/pub8old/oceans/VOS_Equinox_line/EQNX_2016/._MLCE20160806_PI_OME.pdf,4096,pdf
/cdiac/cdiac.ornl.gov/pub8old/oceans/VOS_Equinox_line/EQNX_2016/._MLCE20160730_PI_OME.xml,4096,xml
/cdiac/cdiac.ornl.gov/pub8old/oceans/VOS_Equinox_line/EQNX_2016/MLCE20160122_PI_OME.pdf,13832,pdf
/cdiac/cdiac.ornl.gov/pub8old/oceans/VOS_Equinox_line/EQNX_2016/._MLCE20160815.csv,4096,csv
/cdiac/cdiac.ornl.gov/pub8old/oceans/VOS_Explorer_line/EXP2011/ex1115.csv,229000,csv
/cdiac/cdiac.ornl.gov/pub8old/oceans/VOS_Explorer_line/EXP2011/ex1101_readme.txt,2678,txt
/cdiac/cdiac.ornl.gov/pub8old/oceans/MRI_1968_2003/Kaiyo/KY9701_xco2.csv,257081,csv
/cdiac/cdiac.ornl.gov/pub8old/oceans/MRI_1968_2003/Mirai/mr99k7_surf_dic.csv,59297,csv
/cdiac/cdiac.ornl.gov/pub8old/oceans/MRI_1968_2003/Kaiyo/ky9714_surf_dic.csv,24979,csv
/cdiac/cdiac.ornl.gov/pub8old/oceans/MRI_1968_2003/Kaiyo/KY9801_xco2.csv,251848,csv
/cdiac/cdiac.ornl.gov/pub8old/oceans/Moorings/KEO_145E_32N/KEO_145E_32N_Sep2010_Dec2010.csv,100710,csv
/cdiac/cdiac.ornl.gov/pub8old/oceans/MRI_1968_2003/Hakuho_Maru_I/README~,462,
/cdiac/cdiac.ornl.gov/pub8old/oceans/MRI_1968_2003/Kaiyo/KY9901_xco2.csv,260943,csv
/cdiac/cdiac.ornl.gov/pub8old/oceans/MRI_1968_2003/Kaiyo/ky9801_surf_dic.csv,57224,csv
