full_path,size_bytes,extension
/cdiac/cdiac.ornl.gov/pub/images/polar/annual/051878.gif,41457,gif
/cdiac/cdiac.ornl.gov/pub/images/polar/annual/051881.gif,42175,gif
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta424/htxctxwtnctn/MT_1552ctn.txt,10816,txt
/cdiac/cdiac.ornl.gov/pub/images/ce/seasonal/021866.gif,37827,gif
/cdiac/cdiac.ornl.gov/pub/images/loci/monthly/011871.gif,20611,gif
/cdiac/cdiac.ornl.gov/pub/images/loci/seasonal/011861.gif,25049,gif
/cdiac/cdiac.ornl.gov/pub/images/ce/seasonal/021863.gif,36963,gif
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta200/htxctxwtnctn/PA_8905ctn.txt,11908,txt
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta200/htxctxwtnctn/OR_4003wtn.txt,12194,txt
/cdiac/cdiac.ornl.gov/pub/images/ce/seasonal/021887.gif,43660,gif
/cdiac/cdiac.ornl.gov/pub/images/polar/annual/051894.gif,46654,gif
/cdiac/cdiac.ornl.gov/pub/images/ce/seasonal/021875.gif,41880,gif
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta424/htxctxwtnctn/MT_1722htx.txt,10894,txt
/cdiac/cdiac.ornl.gov/pub/images/polar/annual/051916.gif,67748,gif
/cdiac/cdiac.ornl.gov/pub/images/polar/annual/051898.gif,47378,gif
/cdiac/cdiac.ornl.gov/pub/images/loci/monthly/011873.gif,20951,gif
/cdiac/cdiac.ornl.gov/pub/images/ce/monthly/011892.gif,32330,gif
/cdiac/cdiac.ornl.gov/pub/images/polar/annual/051917.gif,68604,gif
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta424/htxctxwtnctn/MT_2689htx.txt,11232,txt
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta200/tmax_by_doy/LA_1411tmax.txt,985500,txt
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta200/tmin_serial/MD_6620tmin.txt,985500,txt
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta200/tmax_serial/MN_8419tmax.txt,985500,txt
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta200/htxctxwtnctn/IL_5901ctx.txt,10712,txt
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta200/tmax_by_doy/MN_5615tmax.txt,985500,txt
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta200/tmax_by_doy/MI_1675tmax.txt,985500,txt
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta200/wtnctn/IL_6610wtnctn.txt,18611,txt
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta200/wtnctn/IN_1747wtnctn.txt,18944,txt
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta200/htxctxwtnctn/IL_4823ctn.txt,11180,txt
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta200/wtnctn/IL_4823wtnctn.txt,17945,txt
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta424/tmin_serial/GA_9186tmin.txt,985500,txt
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta424/tmax_serial/GA_0140tmax.txt,985500,txt
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta424/tmax_serial/HEADER,1083,
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta424/tmax_serial/GA_5874tmax.txt,985500,txt
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta424/tmin_serial/GA_3621tmin.txt,985500,txt
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta424/wtnctn/IA_0600wtnctn.txt,18500,txt
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta424/wtnctn/ID_0470wtnctn.txt,18389,txt
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta424/tmax_by_doy/IA_7979tmax.txt,985500,txt
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta424/tmin_by_doy/ID_6542tmin.txt,985500,txt
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta424/tmax_by_doy/IA_4142tmax.txt,985500,txt
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta200/tmax_serial/MO_5976tmax.txt,985500,txt
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta424/htxctxwtnctn/IL_6610htx.txt,12298,txt
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta200/tmin_serial/MI_1675tmin.txt,985500,txt
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta200/tmin_by_doy/MD_6620tmin.txt,985500,txt
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta200/tmax_by_doy/MN_4652tmax.txt,985500,txt
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta424/htxctxwtnctn/IL_6910ctx.txt,11622,txt
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta200/tmin_serial/MN_6360tmin.txt,985500,txt
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta200/tmin_serial/MS_1707tmin.txt,985500,txt
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta200/tmin_by_doy/MS_7132tmin.txt,985500,txt
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta200/tmax_by_doy/MN_3290tmax.txt,985500,txt
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta200/htxctxwtnctn/IL_8740htx.txt,11258,txt
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta200/tmin_by_doy/MI_4090tmin.txt,985500,txt
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta200/tmax_by_doy/MO_5976tmax.txt,985500,txt
