full_path,size_bytes,extension
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta200/htxctxwtnctn/KS_2835htx.txt,11778,txt
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta200/tmax_serial/UT_5186tmax.txt,985500,txt
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta200/tmin_by_doy/TN_2108tmin.txt,985500,txt
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta200/wtnctn/NY_6774wtnctn.txt,18981,txt
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta200/tmax_serial/WI_6330tmax.txt,985500,txt
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta200/tmax_serial/WA_6096tmax.txt,985500,txt
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta200/tmax_serial/WA_6039tmax.txt,985500,txt
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta200/wtnctn/SD_4007wtnctn.txt,18019,txt
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta200/wtnctn/OR_6073wtnctn.txt,21016,txt
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta200/wtnctn/OH_3375wtnctn.txt,19203,txt
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta200/htxctxwtnctn/NE_3630ctx.txt,10764,txt
/cdiac/cdiac.ornl.gov/pub/images/ce/seasonal/011874.gif,41346,gif
/cdiac/cdiac.ornl.gov/pub/db1020/data/individual-sites/nwr_00_199404.dat,4481,dat
/cdiac/cdiac.ornl.gov/pub/images/ce/annual/051955.gif,76835,gif
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta200/htxctxwtnctn/NE_3630htx.txt,10894,txt
/cdiac/cdiac.ornl.gov/pub/images/ce/annual/051943.gif,64024,gif
/cdiac/cdiac.ornl.gov/pub/images/loci/annual/051944.gif,35869,gif
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta424/htxctxwtnctn/MN_5400wtn.txt,11310,txt
/cdiac/cdiac.ornl.gov/pub/images/ce/annual/051952.gif,77186,gif
/cdiac/cdiac.ornl.gov/pub/images/loci/annual/051963.gif,43141,gif
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta424/htxctxwtnctn/NE_2205ctn.txt,11206,txt
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta424/htxctxwtnctn/NE_2820ctx.txt,10738,txt
/cdiac/cdiac.ornl.gov/pub/images/loci/seasonal/011982.gif,48663,gif
/cdiac/cdiac.ornl.gov/pub/images/ce/monthly/021880.gif,32351,gif
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta424/htxctxwtnctn/NE_1200ctx.txt,10400,txt
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta424/htxctxwtnctn/NE_1200htx.txt,11310,txt
/cdiac/cdiac.ornl.gov/pub/images/ce/monthly/021905.gif,48634,gif
/cdiac/cdiac.ornl.gov/pub/images/loci/monthly/011971.gif,37626,gif
/cdiac/cdiac.ornl.gov/pub/images/polar/monthly/011854.gif,26986,gif
/cdiac/cdiac.ornl.gov/pub/images/ce/monthly/021871.gif,28430,gif
/cdiac/cdiac.ornl.gov/pub/images/polar/seasonal/021982.gif,107977,gif
/cdiac/cdiac.ornl.gov/pub/images/ce/monthly/041906.gif,48505,gif
/cdiac/cdiac.ornl.gov/pub/images/loci/seasonal/041874.gif,25788,gif
/cdiac/cdiac.ornl.gov/pub/ndp037/IBSNAT/1986/px028601.ct8,182,ct8
/cdiac/cdiac.ornl.gov/pub/images/polar/monthly/031876.gif,32905,gif
/cdiac/cdiac.ornl.gov/pub/images/polar/seasonal/021983.gif,112562,gif
/cdiac/cdiac.ornl.gov/pub/images/loci/monthly/041916.gif,29911,gif
/cdiac/cdiac.ornl.gov/pub/images/loci/seasonal/041893.gif,26654,gif
/cdiac/cdiac.ornl.gov/pub/images/loci/monthly/041900.gif,30138,gif
/cdiac/cdiac.ornl.gov/pub/images/polar/monthly/031880.gif,34074,gif
/cdiac/cdiac.ornl.gov/pub/images/loci/seasonal/011979.gif,48667,gif
/cdiac/cdiac.ornl.gov/pub/images/ce/monthly/021893.gif,32321,gif
/cdiac/cdiac.ornl.gov/pub/images/loci/seasonal/021879.gif,25848,gif
/cdiac/cdiac.ornl.gov/pub/images/ce/seasonal/031866.gif,37053,gif
/cdiac/cdiac.ornl.gov/pub/images/ce/monthly/021874.gif,30158,gif
/cdiac/cdiac.ornl.gov/pub/images/ce/seasonal/031860.gif,36879,gif
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta200/htxctxwtnctn/VA_1209wtn.txt,12064,txt
/cdiac/cdiac.ornl.gov/pub/images/ce/seasonal/031869.gif,38632,gif
/cdiac/cdiac.ornl.gov/pub/images/loci/seasonal/011990.gif,37816,gif
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta200/htxctxwtnctn/VA_2208wtn.txt,12220,txt
/cdiac/cdiac.ornl.gov/pub/images/polar/monthly/031879.gif,32959,gif
/cdiac/cdiac.ornl.gov/pub/images/loci/monthly/041883.gif,21357,gif
/cdiac/cdiac.ornl.gov/pub/images/polar/monthly/031877.gif,32713,gif
/cdiac/cdiac.ornl.gov/pub/images/ce/monthly/041909.gif,48486,gif
/cdiac/cdiac.ornl.gov/pub/ndp037/IBSNAT/1985/px030407.w85,14972,w85
/cdiac/cdiac.ornl.gov/pub/ndp037/IBSNAT/1985/px028501.ct8,182,ct8
/cdiac/cdiac.ornl.gov/pub/ndp037/IBSNAT/1986/px030308.w86,15628,w86
/cdiac/cdiac.ornl.gov/pub/images/ce/monthly/041915.gif,48007,gif
/cdiac/cdiac.ornl.gov/pub/images/ce/monthly/041921.gif,47949,gif
/cdiac/cdiac.ornl.gov/pub/images/loci/seasonal/041881.gif,26314,gif
/cdiac/cdiac.ornl.gov/pub/images/ce/seasonal/041933.gif,68414,gif
/cdiac/cdiac.ornl.gov/pub/images/ce/monthly/031951.gif,60667,gif
/cdiac/cdiac.ornl.gov/pub/images/polar/seasonal/021893.gif,49597,gif
/cdiac/cdiac.ornl.gov/pub/ndp037/IBSNAT/1984/px118401.ct8,217,ct8
/cdiac/cdiac.ornl.gov/pub/images/polar/monthly/021928.gif,56166,gif
/cdiac/cdiac.ornl.gov/pub/images/loci/seasonal/031935.gif,36289,gif
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta424/htxctxwtnctn/OH_8552ctx.txt,11466,txt
/cdiac/cdiac.ornl.gov/pub/images/ce/monthly/031952.gif,59378,gif
/cdiac/cdiac.ornl.gov/pub/images/polar/seasonal/021894.gif,49323,gif
/cdiac/cdiac.ornl.gov/pub/images/ce/seasonal/041945.gif,68838,gif
/cdiac/cdiac.ornl.gov/pub/images/loci/seasonal/011986.gif,48755,gif
/cdiac/cdiac.ornl.gov/pub/images/loci/seasonal/021863.gif,24874,gif
/cdiac/cdiac.ornl.gov/pub/images/ce/monthly/021892.gif,32183,gif
/cdiac/cdiac.ornl.gov/pub/images/ce/monthly/021886.gif,32380,gif
/cdiac/cdiac.ornl.gov/pub/images/loci/monthly/011980.gif,42972,gif
/cdiac/cdiac.ornl.gov/pub/images/loci/monthly/011986.gif,42994,gif
/cdiac/cdiac.ornl.gov/pub/images/loci/monthly/021857.gif,20587,gif
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta424/htxctxwtnctn/NE_3185htx.txt,10998,txt
/cdiac/cdiac.ornl.gov/pub/images/ce/seasonal/031882.gif,42494,gif
/cdiac/cdiac.ornl.gov/pub/images/loci/seasonal/021857.gif,24700,gif
/cdiac/cdiac.ornl.gov/pub/images/polar/monthly/011877.gif,32634,gif
/cdiac/cdiac.ornl.gov/pub/images/ce/monthly/021895.gif,32528,gif
/cdiac/cdiac.ornl.gov/pub/images/loci/seasonal/021858.gif,24632,gif
/cdiac/cdiac.ornl.gov/pub/images/loci/seasonal/021859.gif,24518,gif
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta200/htxctxwtnctn/WA_6096ctn.txt,13104,txt
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta200/htxctxwtnctn/WA_4154ctn.txt,11128,txt
/cdiac/cdiac.ornl.gov/pub/images/loci/monthly/021856.gif,20574,gif
/cdiac/cdiac.ornl.gov/pub/images/ce/seasonal/031903.gif,58360,gif
/cdiac/cdiac.ornl.gov/pub/images/ce/monthly/021903.gif,48706,gif
/cdiac/cdiac.ornl.gov/pub/images/loci/seasonal/021875.gif,25714,gif
/cdiac/cdiac.ornl.gov/pub/images/ce/annual/051876.gif,36777,gif
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta200/htxctxwtnctn/MO_5834ctn.txt,10764,txt
