full_path,size_bytes,extension
/cdiac/cdiac.ornl.gov/pub/images/loci/seasonal/031954.gif,42864,gif
/cdiac/cdiac.ornl.gov/pub/images/polar/seasonal/021907.gif,73882,gif
/cdiac/cdiac.ornl.gov/pub/images/polar/monthly/021950.gif,70550,gif
/cdiac/cdiac.ornl.gov/pub/ndp037/IBSNAT/1984/px158401.ct8,217,ct8
/cdiac/cdiac.ornl.gov/pub/images/ce/seasonal/041958.gif,84039,gif
/cdiac/cdiac.ornl.gov/pub/images/ce/seasonal/041969.gif,83992,gif
/cdiac/cdiac.ornl.gov/pub/ndp037/IBSNAT/1984/px158401.ctb,874,ctb
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta424/htxctxwtnctn/OH_8830ctx.txt,11180,txt
/cdiac/cdiac.ornl.gov/pub/images/loci/monthly/031955.gif,36897,gif
/cdiac/cdiac.ornl.gov/pub/ndp037/IBSNAT/1987/px038701.ct5,320,ct5
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta424/htxctxwtnctn/SD_4007htx.txt,11440,txt
/cdiac/cdiac.ornl.gov/pub/images/polar/monthly/041854.gif,27133,gif
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta424/htxctxwtnctn/SD_4007wtn.txt,11622,txt
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta424/htxctxwtnctn/SD_4516ctn.txt,10868,txt
/cdiac/cdiac.ornl.gov/pub/ndp037/IBSNAT/1987/px078701.ct4,38,ct4
/cdiac/cdiac.ornl.gov/pub/images/loci/seasonal/041988.gif,48764,gif
/cdiac/cdiac.ornl.gov/pub/images/polar/monthly/031986.gif,83999,gif
/cdiac/cdiac.ornl.gov/pub/images/ce/monthly/051876.gif,30149,gif
/cdiac/cdiac.ornl.gov/pub/images/ce/monthly/051892.gif,31859,gif
/cdiac/cdiac.ornl.gov/pub/images/polar/monthly/051948.gif,66386,gif
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta424/htxctxwtnctn/WA_6039htx.txt,11830,txt
/cdiac/cdiac.ornl.gov/pub/trends/temp/angell/spolar.dat,13697,dat
/cdiac/cdiac.ornl.gov/pub/images/ce/monthly/061982.gif,71922,gif
/cdiac/cdiac.ornl.gov/pub/trends/temp/angell/equator.dat,13704,dat
/cdiac/cdiac.ornl.gov/pub12/us_recordtemps/sta424/htxctxwtnctn/WA_7938ctn.txt,11310,txt
/cdiac/cdiac.ornl.gov/pub/images/loci/monthly/061937.gif,30803,gif
/cdiac/cdiac.ornl.gov/pub/images/polar/monthly/051944.gif,52526,gif
