file_name,compressed_size,decompressed_size,estimated_value,compression_type,decompression_time,estimation_time
c15b6e28_OUTCAR.gz,1517233,5898322,,,0.03596615791320801,
3afb2551_OUTCAR.gz,1611244,6653437,,,0.03908824920654297,
ef7b0812_OUTCAR.gz,1698351,6963304,,,0.04111790657043457,
c67d403e_OUTCAR.gz,1697610,6941644,,,0.041355133056640625,
7d61f33b_OUTCAR.gz,1687634,6938199,,,0.04091000556945801,
8d90bd98_OUTCAR.gz,1623563,7873758,,,0.0429995059967041,
b5cb6ac8_OUTCAR.gz,1610718,6711835,,,0.039337873458862305,
1cf932b3_fchl-model.pkl.gz,63537600,360160761,,,1.8821709156036377,
7af07074_OUTCAR.gz,1714747,6964597,,,0.04267692565917969,
c152d0e5_OUTCAR.gz,1715332,7017236,,,0.041556596755981445,
558ddabb_OUTCAR.gz,1600215,6635497,,,0.03884720802307129,
a0e0b78c_OUTCAR.gz,1697435,6938842,,,0.04128718376159668,
f20077f9_OUTCAR.gz,1742984,7093778,,,0.0421137809753418,
31dd1a39_OUTCAR.gz,1719302,7018019,,,0.04172372817993164,
8d890c2e_OUTCAR.gz,1723949,7014606,,,0.041693687438964844,
a9f3c2eb_OUTCAR.gz,1614702,6710793,,,0.039215803146362305,
1d57f5aa_OUTCAR.gz,1746161,7095228,,,0.04268240928649902,
30c878e9_OUTCAR.gz,1610566,6659402,,,0.03927922248840332,
eb39a39b_OUTCAR.gz,1603517,6654217,,,0.039127349853515625,
5f8878e6_OUTCAR.gz,1719597,7016388,,,0.04180145263671875,
7691d00d_OUTCAR.gz,1721223,7020447,,,0.04218554496765137,
64c4aded_OUTCAR.gz,1609417,6653165,,,0.03938484191894531,
0902dfeb_OUTCAR.gz,1609811,6652482,,,0.039249420166015625,
346e35a6_OUTCAR.gz,1610763,6653448,,,0.039234161376953125,
9f10c907_OUTCAR.gz,1501358,5849262,,,0.03587698936462402,
95f60b74_OUTCAR.gz,1744430,7096937,,,0.04217958450317383,
27ff6282_OUTCAR.gz,1718474,7020215,,,0.04172325134277344,
7fce0cb3_OUTCAR.gz,1518220,5899043,,,0.03662109375,
50d2cd45_OUTCAR.gz,1687330,6938983,,,0.04159951210021973,
b46676f5_OUTCAR.gz,1741721,7097803,,,0.04295921325683594,
ee4906cc_OUTCAR.gz,1615457,6183851,,,0.03859853744506836,
1da8eac3_OUTCAR.gz,1610422,6661855,,,0.03960466384887695,
e580eb92_OUTCAR.gz,1610597,6656340,,,0.039507150650024414,
2c5ffd23_model.pkl.gz,73913488,1638480696,,,8.022096395492554,
76c9b112_OUTCAR.gz,1611236,6658151,,,0.04159140586853027,
8d8ed852_OUTCAR.gz,1728258,7017919,,,0.04233980178833008,
5201edc6_OUTCAR.gz,1522384,5898009,,,0.03644752502441406,
25920abd_OUTCAR.gz,1677487,6886972,,,0.0409848690032959,
d622b5df_OUTCAR.gz,1695361,6938731,,,0.04174375534057617,
582ce0bd_OUTCAR.gz,1727761,7039635,,,0.042066335678100586,
f4230c7d_displacements.tar.gz,3805862,33341440,,,0.1496264934539795,
