file_name,compressed_size,decompressed_size,estimated_value,compression_type,decompression_time,estimation_time,origin
20eb4d84_OUTCAR.gz,1699241,6964856,,,0.0410633087158203,,mdf
c7b7d261_OUTCAR.gz,1747243,7093761,,,0.0422210693359375,,mdf
594be8dc_OUTCAR.gz,27,0,,,0.0001368522644042,,mdf
5e5527ad_OUTCAR.gz,1502132,5847290,,,0.0357375144958496,,mdf
a554ed6d_OUTCAR.gz,1696238,6939502,,,0.0413239002227783,,mdf
c15b6e28_OUTCAR.gz,1517233,5898322,,,0.035966157913208,,mdf
3afb2551_OUTCAR.gz,1611244,6653437,,,0.0390882492065429,,mdf
ef7b0812_OUTCAR.gz,1698351,6963304,,,0.0411179065704345,,mdf
c67d403e_OUTCAR.gz,1697610,6941644,,,0.0413551330566406,,mdf
7d61f33b_OUTCAR.gz,1687634,6938199,,,0.040910005569458,,mdf
8d90bd98_OUTCAR.gz,1623563,7873758,,,0.0429995059967041,,mdf
b5cb6ac8_OUTCAR.gz,1610718,6711835,,,0.0393378734588623,,mdf
1cf932b3_fchl-model.pkl.gz,63537600,360160761,,,1.8821709156036377,,mdf
7af07074_OUTCAR.gz,1714747,6964597,,,0.0426769256591796,,mdf
c152d0e5_OUTCAR.gz,1715332,7017236,,,0.0415565967559814,,mdf
558ddabb_OUTCAR.gz,1600215,6635497,,,0.0388472080230712,,mdf
a0e0b78c_OUTCAR.gz,1697435,6938842,,,0.0412871837615966,,mdf
f20077f9_OUTCAR.gz,1742984,7093778,,,0.0421137809753418,,mdf
31dd1a39_OUTCAR.gz,1719302,7018019,,,0.0417237281799316,,mdf
8d890c2e_OUTCAR.gz,1723949,7014606,,,0.0416936874389648,,mdf
a9f3c2eb_OUTCAR.gz,1614702,6710793,,,0.0392158031463623,,mdf
1d57f5aa_OUTCAR.gz,1746161,7095228,,,0.042682409286499,,mdf
30c878e9_OUTCAR.gz,1610566,6659402,,,0.0392792224884033,,mdf
eb39a39b_OUTCAR.gz,1603517,6654217,,,0.0391273498535156,,mdf
5f8878e6_OUTCAR.gz,1719597,7016388,,,0.0418014526367187,,mdf
7691d00d_OUTCAR.gz,1721223,7020447,,,0.0421855449676513,,mdf
64c4aded_OUTCAR.gz,1609417,6653165,,,0.0393848419189453,,mdf
0902dfeb_OUTCAR.gz,1609811,6652482,,,0.0392494201660156,,mdf
346e35a6_OUTCAR.gz,1610763,6653448,,,0.0392341613769531,,mdf
9f10c907_OUTCAR.gz,1501358,5849262,,,0.035876989364624,,mdf
95f60b74_OUTCAR.gz,1744430,7096937,,,0.0421795845031738,,mdf
27ff6282_OUTCAR.gz,1718474,7020215,,,0.0417232513427734,,mdf
7fce0cb3_OUTCAR.gz,1518220,5899043,,,0.03662109375,,mdf
50d2cd45_OUTCAR.gz,1687330,6938983,,,0.0415995121002197,,mdf
b46676f5_OUTCAR.gz,1741721,7097803,,,0.0429592132568359,,mdf
ee4906cc_OUTCAR.gz,1615457,6183851,,,0.0385985374450683,,mdf
1da8eac3_OUTCAR.gz,1610422,6661855,,,0.0396046638488769,,mdf
e580eb92_OUTCAR.gz,1610597,6656340,,,0.0395071506500244,,mdf
2c5ffd23_model.pkl.gz,73913488,1638480696,,,8.022096395492554,,mdf
76c9b112_OUTCAR.gz,1611236,6658151,,,0.0415914058685302,,mdf
8d8ed852_OUTCAR.gz,1728258,7017919,,,0.04233980178833,,mdf
5201edc6_OUTCAR.gz,1522384,5898009,,,0.036447525024414,,mdf
25920abd_OUTCAR.gz,1677487,6886972,,,0.0409848690032959,,mdf
d622b5df_OUTCAR.gz,1695361,6938731,,,0.0417437553405761,,mdf
582ce0bd_OUTCAR.gz,1727761,7039635,,,0.0420663356781005,,mdf
f4230c7d_displacements.tar.gz,3805862,33341440,,,0.1496264934539795,,mdf
d63197cf_OUTCAR.gz,1686322,6938305,,,0.0423333644866943,,mdf
aeb439a6_OUTCAR.gz,1608578,6713166,,,0.0419411659240722,,mdf
7a46d39a_OUTCAR.gz,1696230,6940798,,,0.0416443347930908,,mdf
8a4701e9_OUTCAR.gz,1725047,6734824,,,0.0413219928741455,,mdf
8ce666d7_OUTCAR.gz,1751416,7092830,,,0.0426914691925048,,mdf
213060a9_OUTCAR.gz,1502010,5844427,,,0.0360326766967773,,mdf
82a1ceb5_OUTCAR.gz,1610368,6649940,,,0.0394632816314697,,mdf
ceff0d71_OUTCAR.gz,1699267,6963088,,,0.0413846969604492,,mdf
6a156003_OUTCAR.gz,1743164,7094928,,,0.0425760746002197,,mdf
4ce1e710_OUTCAR.gz,1695784,6940774,,,0.0422840118408203,,mdf
ca0c59c8_OUTCAR.gz,1611452,6663686,,,0.0391106605529785,,mdf
285eeb14_OUTCAR.gz,1689730,6940264,,,0.0413849353790283,,mdf
5d8cef6f_OUTCAR.gz,1696512,6949179,,,0.0415108203887939,,mdf
3d97399b_OUTCAR.gz,27,0,,,0.0001342296600341,,mdf
5719799e_OUTCAR.gz,1502236,5847294,,,0.0358140468597412,,mdf
7b4960ef_OUTCAR.gz,1697864,6941544,,,0.0414168834686279,,mdf
e454aafd_OUTCAR.gz,1609627,6660766,,,0.0392935276031494,,mdf
213f46e2_OUTCAR.gz,1723769,7017319,,,0.0422616004943847,,mdf
7c13293b_OUTCAR.gz,1687720,6938811,,,0.0413336753845214,,mdf
5129ba2a_OUTCAR.gz,1610484,6648996,,,0.0393674373626709,,mdf
2b80e49b_OUTCAR.gz,1723209,7018579,,,0.0421226024627685,,mdf
568b90d5_OUTCAR.gz,1609955,6660525,,,0.0394418239593505,,mdf
2befbe20_displacements.tar.gz,2628568,19322880,,,0.0918531417846679,,mdf
106b810c_OUTCAR.gz,1585693,7679802,,,0.0426740646362304,,mdf
312051ba_OUTCAR.gz,1744475,7094028,,,0.0426628589630126,,mdf
26d2f3a0_OUTCAR.gz,1696761,6942364,,,0.0411498546600341,,mdf
5eb67603_OUTCAR.gz,1694955,6938497,,,0.0409216880798339,,mdf
fc84ddfc_OUTCAR.gz,1722127,7016399,,,0.0415377616882324,,mdf
3f72fe50_OUTCAR.gz,1721639,7039584,,,0.0420401096343994,,mdf
938f6912_OUTCAR.gz,1611354,6658542,,,0.0388393402099609,,mdf
b0f9de51_OUTCAR.gz,1609610,6652087,,,0.0386159420013427,,mdf
